NR_PEDIDO_PARTICIPA;DT_RECURSO;ID_PEDIDO;DS_JUSTIFICATIVA_RECURSO;DS_INSTANCIA;DT_INICIO_PRAZO_RECURSO;DT_TERMINO_PRAZO_RECURSO;RESPOSTAS.DT_RESPOSTA;RESPOSTAS.DS_TIPO_RESPOSTA;RESPOSTAS.DS_CLASSIFICACAO_RESPOSTA;RESPOSTAS.DS_TIPO_CLASSIFICACAO_RESPOSTA
LAI-014315/2024;45545,73675;42313;Informação incompleta;Segunda Instância;45546,00001;45551,99999;45551,75328;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014450/2024;45524,6599;42448;Informação incompleta;Segunda Instância;45525,00001;45530,99999;45525,88554;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-014659/2024;45551,79506;42657;Informação incompleta;Segunda Instância;45552,00001;45558,99999;45558,81149;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-015364/2024;45542,56844;43362;Informação incompleta;Segunda Instância;45544,00001;45548,99999;45544,63455;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016679/2024;45565,40069;44677;Informação incompleta;Segunda Instância;45566,00001;45572,99999;45567,49394;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016927/2024;45580,77412;44925;Informação incompleta;Segunda Instância;45581,00001;45586,99999;45586,74676;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017096/2024;45582,40228;45094;Informação incompleta;Segunda Instância;45583,00001;45587,99999;45586,7565;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017828/2024;45561,80259;45826;Informação incompleta;Segunda Instância;45562,00001;45566,99999;45562,45744;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019330/2024;45593,5192;47328;Informação incompleta;Segunda Instância;45600,00001;45604,99999;45603,66194;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019810/2024;45604,64115;47808;Informação incompleta;Segunda Instância;45607,00001;45614,99999;45614,43215;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019846/2024;45604,57469;47844;Informação incompleta;Segunda Instância;45607,00001;45614,99999;45608,59707;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019916/2024;45638,34553;47914;Informação incompleta;Segunda Instância;45639,00001;45643,99999;45643,40233;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020145/2024;45630,85101;48143;Informação incompleta;Segunda Instância;45631,00001;45635,99999;45635,6214;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020354/2024;45614,76332;48352;Informação incompleta;Segunda Instância;45615,00001;45621,99999;45621,64124;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020355/2024;45614,76897;48353;Informação incompleta;Segunda Instância;45615,00001;45621,99999;45621,64005;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020364/2024;45614,74616;48362;Informação incompleta;Segunda Instância;45615,00001;45621,99999;45621,63867;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020367/2024;45614,74038;48365;Informação incompleta;Segunda Instância;45615,00001;45621,99999;45621,63307;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020371/2024;45614,74691;48369;Informação incompleta;Segunda Instância;45615,00001;45621,99999;45621,62199;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020373/2024;45614,77152;48371;Informação incompleta;Segunda Instância;45615,00001;45621,99999;45621,62877;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020399/2024;45636,75657;48397;Informação incompleta;Segunda Instância;45637,00001;45642,99999;45642,63235;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021243/2024;45643,43027;49241;Informação incompleta;Segunda Instância;45644,00001;45649,99999;45649,8552;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021252/2024;45632,76346;49250;Informação incompleta;Segunda Instância;45635,00001;45639,99999;45637,72481;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021510/2024;45642,80441;49508;Informação incompleta;Segunda Instância;45643,00001;45649,99999;45649,44352;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021685/2024;45660,85998;49683;Informação incompleta;Segunda Instância;45663,00001;45667,99999;45667,66189;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021703/2024;45644,4214;49701;Informação incompleta;Segunda Instância;45645,00001;45649,99999;45649,45119;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-022653/2024;45686,61699;50651;Informação incompleta;Segunda Instância;45687,00001;45691,99999;45691,73024;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-022929/2024;45683,53605;50927;Informação incompleta;Segunda Instância;45684,00001;45688,99999;45686,87868;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000170/2025;45677,64671;51250;Informação incompleta;Segunda Instância;45678,00001;45684,99999;45681,67948;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000594/2025;45686,33962;51674;Informação incompleta;Segunda Instância;45687,00001;45691,99999;45688,61073;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-000746/2025;45687,91705;51826;Informação incompleta;Segunda Instância;45688,00001;45692,99999;45688,90534;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001588/2025;45728,97977;52668;Informação incompleta;Segunda Instância;45729,00001;45733,99999;45733,36247;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-001745/2025;45728,31332;52825;Informação incompleta;Segunda Instância;45729,00001;45733,99999;45733,7365;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002398/2025;45723,44889;53478;Informação incompleta;Segunda Instância;45726,00001;45730,99999;45730,49328;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002411/2025;45707,69885;53491;Informação incompleta;Segunda Instância;45708,00001;45712,99999;45708,70609;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002502/2025;45706,57242;53582;Informação incompleta;Segunda Instância;45707,00001;45712,99999;45712,61237;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002690/2025;45722,61244;53771;Informação incompleta;Segunda Instância;45723,00001;45727,99999;45723,68027;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-002850/2025;45727,41098;53931;Informação incompleta;Segunda Instância;45728,00001;45733,99999;45733,74534;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003152/2025;45723,36602;54233;Informação incompleta;Segunda Instância;45726,00001;45730,99999;45730,3526;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003276/2025;45727,92854;54357;Informação incompleta;Segunda Instância;45728,00001;45733,99999;45733,66947;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003282/2025;45713,43341;54363;Informação incompleta;Segunda Instância;45714,00001;45722,99999;45721,68875;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003799/2025;45751,51259;54880;Informação incompleta;Segunda Instância;45754,00001;45758,99999;45758,88501;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-003988/2025;45762,3775;55069;Informação incompleta;Segunda Instância;45763,00001;45769,99999;45763,73691;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004329/2025;45762,38766;55410;Informação incompleta;Segunda Instância;45763,00001;45769,99999;45763,73556;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-004470/2025;45751,75491;55551;Informação incompleta;Segunda Instância;45754,00001;45758,99999;45758,89904;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005192/2025;45756,82917;56273;Informação incompleta;Segunda Instância;45757,00001;45761,99999;45757,60154;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005426/2025;45754,74456;56507;Informação incompleta;Segunda Instância;45755,00001;45761,99999;45761,39495;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005753/2025;45755,69037;56834;Informação incompleta;Segunda Instância;45756,00001;45761,99999;45761,7712;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-005950/2025;45791,4406;57031;Informação incompleta;Segunda Instância;45792,00001;45796,99999;45796,78803;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006896/2025;45785,62176;57977;Informação incompleta;Segunda Instância;45786,00001;45790,99999;45785,67029;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-006981/2025;45783,90921;58062;Informação incompleta;Segunda Instância;45784,00001;45789,99999;45789,50656;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-007790/2025;45801,07917;58872;Informação incompleta;Segunda Instância;45803,00001;45807,99999;45807,70277;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-008531/2025;45805,73001;59613;Informação incompleta;Segunda Instância;45806,00001;45810,99999;45810,88291;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-010250/2025;45845,50556;61332;Informação incompleta;Segunda Instância;45846,00001;45852,99999;45852,67398;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-010732/2025;45854,60663;61814;Informação incompleta;Segunda Instância;45855,00001;45859,99999;45859,47125;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011010/2025;45853,52259;62092;Informação incompleta;Segunda Instância;45854,00001;45859,99999;45856,98883;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-011165/2025;45856,71057;62247;Informação incompleta;Segunda Instância;45859,00001;45863,99999;45862,72552;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012166/2025;45868,42888;63248;Informação incompleta;Segunda Instância;45869,00001;45873,99999;45873,74024;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012206/2025;45872,57044;63288;Informação incompleta;Segunda Instância;45873,00001;45877,99999;45877,38074;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012254/2025;45859,82015;63336;Informação incompleta;Segunda Instância;45860,00001;45866,99999;45866,69991;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012277/2025;45856,72699;63359;Informação incompleta;Segunda Instância;45859,00001;45863,99999;45859,65968;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012304/2025;45860,02394;63386;Informação incompleta;Segunda Instância;45861,00001;45866,99999;45866,91153;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-012837/2025;45866,43947;63920;Informação incompleta;Segunda Instância;45867,00001;45873,99999;45873,69469;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-013386/2025;45873,8114;64469;Informação incompleta;Segunda Instância;45874,00001;45880,99999;45880,88354;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016566/2025;45909,36141;67649;Informação incompleta;Segunda Instância;45910,00001;45915,99999;45915,74123;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016610/2025;45899,66394;67693;Informação incompleta;Segunda Instância;45901,00001;45905,99999;45902,48329;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-016615/2025;45894,56885;67698;Informação incompleta;Segunda Instância;45895,00001;45901,99999;45896,62784;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-017488/2025;45923,49575;68571;Informação incompleta;Segunda Instância;45924,00001;45929,99999;45924,37852;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018021/2025;45927,41745;69104;Informação incompleta;Segunda Instância;45929,00001;45933,99999;45933,39429;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018023/2025;45927,41115;69106;Informação incompleta;Segunda Instância;45929,00001;45933,99999;45933,4012;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018024/2025;45927,40926;69107;Informação incompleta;Segunda Instância;45929,00001;45933,99999;45933,4048;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018025/2025;45927,40774;69108;Informação incompleta;Segunda Instância;45929,00001;45933,99999;45933,40696;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018379/2025;45960,37146;69462;Informação incompleta;Segunda Instância;45961,00001;45965,99999;45965,45069;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-018749/2025;45940,59146;69832;Informação incompleta;Segunda Instância;45943,00001;45947,99999;45940,69838;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-019128/2025;45945,65861;70211;Informação incompleta;Segunda Instância;45946,00001;45950,99999;45947,67281;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-020913/2025;45959,03793;71996;Informação incompleta;Segunda Instância;45960,00001;45964,99999;45959,62558;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021071/2025;45985,37895;72154;Informação incompleta;Segunda Instância;45986,00001;45992,99999;45992,71587;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021785/2025;45964,80313;72869;Informação incompleta;Segunda Instância;45965,00001;45971,99999;45971,42274;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-021830/2025;45976,46604;72914;Informação incompleta;Segunda Instância;45978,00001;45985,99999;45985,65876;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-022237/2025;45971,58522;73321;Informação incompleta;Segunda Instância;45972,00001;45978,99999;45978,61094;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
LAI-022833/2025;45971,35554;73917;Informação incompleta;Segunda Instância;45972,00001;45978,99999;45978,98957;Resposta do Recurso de Segunda Instância;Deferido;Respostas Para Recursos
